,session_no,Member_name,Days_attended
5123,239,shri ishwarlal shankarlal jain,  10
5124,239,shri s. thangavelu,  2
5125,239,*shri mukul roy,  3
5126,239,ms. dola sen,  2
5127,239,shri vivek gupta,  9
5128,239,shri sitaram yechury,  11
5129,239,prof. ram gopal yadav,  10
5130,239,shri sharad yadav,  14
5131,239,km.  mayawati,  15
5132,239,shri tapan kumar sen,  12
5133,239,shri naresh agrawal,  13
5134,239,shri ali  anwar ansari,  13
5135,239,shri d. raja,  10
5136,239,shri satish chandra misra,  14
5137,239,shri t.k. rangarajan,  2
5138,239,shri kiranmay nanda,  8
5139,239,shri javed ali khan,  15
5140,239,dr. anil kumar sahani,  13
5141,239,shri ambeth rajan,  15
5142,239,shri veer singh,  15
5143,239,smt. jaya bachchan,  14
5144,239,smt. kanak lata singh,  14
5145,239,dr.  tazeen fatma,  15
5146,239,smt. jharna das baidya,  13
5147,239,shri bashistha narain singh,  14
5148,239,shri prem chand gupta,  14
5149,239,shri ram nath thakur,  14
5150,239,shri ram chandra prasad singh,  7
5151,239,*shri m.p. veerendra kumar,  1
5152,239,shri c.p. narayanan,  10
5153,239,shri darshan singh yadav,  14
5154,239,shri vishambhar prasad nishad,  15
5155,239,shri munquad ali,  15
5156,239,chaudhary munvvar saleem,  15
5157,239,shri pyarimohan mohapatra,  8
5158,239,shri pavan kumar varma,  15
5159,239,shri  harivansh,  11
5160,239,smt. kahkashan perween,  13
5161,239,shri ritabrata banerjee,  6
5162,239,shri alok tiwari,  14
5163,239,shri arvind kumar singh,  14
5164,239,shri neeraj shekhar,  14
5165,239,shri  rajaram,  15
5166,239,dr. k. keshava rao,  12
5167,239,shri k.k. ragesh,  2
5168,239,shri k. somaprasad,  5
5169,239,shri k.g. kenye,  5
5170,239,shri gulam rasool balyawi,  14
5171,239,shri jugul kishore,  10
5172,239,dr. chandrapal singh yadav,  13
5173,239,shri ravi prakash verma,  14
5174,239,shri  sanjiv kumar, 12
5175,239,shri ram kumar kashyap,  15
5176,239,shri salim ansari,  15
5177,239,shri rajpal singh saini,  15
5178,239,shri  anand sharma,  15
5179,239,shri a.k. antony,  6
5180,239,dr.  karan singh,  13
5181,239,dr. manmohan singh,  15
5182,239,shri ahmed patel,  14
5183,239,shri digvijaya singh,  11
5184,239,shri k. rahman khan, 11
5185,239,shri janardan dwivedi,  15
5186,239,shri motilal vora, 15
5187,239,dr. t. subbarami reddy,  12
5188,239,shri oscar fernandes, 9
5189,239,shri raj babbar, 14
5190,239,shri jairam ramesh, 15
5191,239,kumari  selja,  15
5192,239,shri rajeev shukla,  12
5193,239,shri bhubaneswar kalita,  15
5194,239,shri narendra budania,  14
5195,239,shri p.l. punia,  14
5196,239,dr. k. chiranjeevi,  1
5197,239,shri madhusudan mistry,  12
5198,239,shri shamsher singh dullo,  14
5199,239,smt. ranee narah,  15
5200,239,shri v. hanumantha rao,  15
5201,239,shri jesudasu seelam,  11
5202,239,shri shadi lal batra,  13
5203,239,shri parvez hashmi,  15
5204,239,dr. k.v.p. ramachandra rao,  15
5205,239,shri mohd. ali khan,  15
5206,239,dr. sanjay sinh,  15
5207,239,shri biswajit daimary,  5
5208,239,smt. viplove thakur,  10
5209,239,shri ananda bhaskar rapolu,  15
5210,239,shri p. bhattacharya,  8
5211,239,shri shantaram naik, 14
5212,239,shri praveen rashtrapal,  12
5213,239,shri ranjib biswal,  13
5214,239,shri husain dalwai,  13
5215,239,shri joy abraham,  1
5216,239,shri  abdul wahab,  5
5217,239,shri ronald sapa tlau,  15
5218,239,shri palvai govardhan reddy,  13
5219,239,shri santiuse kujur,  14
5220,239,shri dhiraj prasad sahu, 10
5221,239,shri avinash pande,  13
5222,239,haji  abdul salam,  14
5223,239,prof. m.v. rajeev gowda, 10
5224,239,shri ghulam nabi azad,  LOP
5225,239,prof. p.j. kurien,  HDC
5226,239,shri satyavrat chaturvedi,  14
5227,239,smt. ambika soni,  13
5228,239,smt. mohsina kidwai, 15
5229,239,shri pramod tiwari,  15
5230,239,shri vayalar ravi,  9
5231,239,dr. abhishek manu singhvi,  4
5232,239,smt. renuka chowdhury,  14
5233,239,shri satish sharma,  13
5234,239,shri  mukut mithi,  13
5235,239,shri b.k. hariprasad, 9
5236,239,shri partap singh bajwa,  12
5237,239,dr. e.m. sudarsana natchiappan,  12
5238,239,shri vijay jawaharlal darda,  13
5239,239,smt. rajani ashokrao patil,  14
5240,239,smt. wansuk syiem, 12
5241,239,dr. vijaylaxmi sadho,  10
5242,239,shri ripun bora,  15
5243,239,shri  ashk ali tak,  15
5244,239,dr. pradeep kumar balmuchu, 14
5245,239,shri mahendra singh mahra, 15
5246,239,,
5724,231,dr. manmohan singh,  3
5725,231,dr.  karan singh,  3
5726,231,smt. ambika soni,  2
5727,231,shri vijay jawaharlal darda,  3
5728,231,shri oscar fernandes, 3
5729,231,shri rajeev shukla,  3
5730,231,shri ahmed patel,  3
5731,231,shri k. rahman khan, 1
5732,231,shri vayalar ravi,  3
5733,231,shri  anand sharma,  2
5734,231,smt. renuka chowdhury,  3
5735,231,shri a.k. antony,  3
5736,231,shri motilal vora, 3
5737,231,shri v. hanumantha rao,  3
5738,231,shri bhubaneswar kalita,  3
5739,231,dr. sanjay sinh,  3
5740,231,shri satish sharma,  2
5741,231,prof. saif-ud-din soz,  3
5742,231,shri murli deora,  3
5743,231,dr. t. subbarami reddy,  3
5744,231,shri  ashwani kumar,  3
5745,231,dr. m.s. gill,  3
5746,231,shri jairam ramesh, 3
5747,231,shri jesudasu seelam,  3
5748,231,dr. e.m. sudarsana natchiappan,  3
5749,231,smt. mohsina kidwai, 3
5750,231,shri janardan dwivedi,  3
5751,231,shri shantaram naik, 3
5752,231,shri praveen rashtrapal,  3
5753,231,smt. viplove thakur,  3
5754,231,shri satyavrat chaturvedi,  3
5755,231,dr. abhishek manu singhvi,  2
5756,231,shri mohd. ali khan,  3
5757,231,dr. k.v.p. ramachandra rao,  3
5758,231,shri dhiraj prasad sahu, 3
5759,231,shri shadi lal batra,  3
5760,231,shri narendra budania,  3
5761,231,shri p. kannan, 3
5762,231,shri mani shankar aiyar,3
5763,231,dr. bhalchandra mungekar,3
5764,231,smt. naznin faruque,  3
5765,231,dr. vijaylaxmi sadho,  3
5766,231,shri avinash pande,  3
5767,231,shri  ashk ali tak,  3
5768,231,chaudhary birender singh,  3
5769,231,shri husain dalwai,  3
5770,231,shri p. bhattacharya,  3
5771,231,shri pankaj bora,  3
5772,231,shri ananda bhaskar rapolu,  3
5773,231,dr. k. chiranjeevi,  2
5774,231,shri palvai govardhan reddy,  3
5775,231,shri mahendra singh mahra, 3
5776,231,dr. pradeep kumar balmuchu, 1
5777,231,smt. rajani ashokrao patil,  3
5778,231,smt. wansuk syiem, 3
5779,231,shri santiuse kujur,  3
5780,231,shri pramod tiwari,  3
5781,231,shri ranjib biswal,  3
5782,231,shri madhusudan mistry,  3
5783,231,kumari  selja,  3
5784,231,shri digvijaya singh,  3
5785,231,haji  abdul salam,  3
5786,231,shri arun jaitley,  M
5787,231,dr. c.p. thakur,  3
5788,231,dr. prabhakar kore, 3
5789,231,shri mukhtar abbas naqvi, 3
5790,231,shri kaptan singh solanki,  3
5791,231,shri prabhat jha,  3
5792,231,shri anil madhav dave,  2
5793,231,dr. chandan mitra,  3
5794,231,shri nand kumar sai, 3
5795,231,shri tarun vijay, 3
5796,231,shri aayanur manjunatha, 3
5797,231,smt. kusum rai,  3
5798,231,shri shankarbhai n. vegad,  3
5799,231,shri ajay sancheti,  3
5800,231,shri ranvijay singh judev, 3
5801,231,shri chunibhai kanjibhai gohel,  3
5802,231,mahant shambhuprasadji tundiya,  3
5803,231,shri lal sinh vadodia,  3
5804,231,shri ram narain dudi,  3
5805,231,shri m. venkaiah naidu,  M
5806,231,shri ravi shankar prasad,  M
5807,231,shri thaawarchand gehlot,  M
5808,231,dr. najma a. heptulla,  M
5809,231,smt. smriti zubin irani,  M
5810,231,shri dharmendra pradhan,  M
5811,231,shri piyush goyal,  M
5812,231,shri vinay katiyar,  3
5813,231,shri m. rama jois, 3
5814,231,dr. satyanarayan jatiya,  3
5815,231,shri avinash rai khanna,  3
5816,231,shri v.p. singh badnore,  3
5817,231,sardar sukhdev singh dhindsa,  3
5818,231,dr. c.m. ramesh,  3
5819,231,shri sanjay raut,  3
5820,231,shri jagat prakash nadda,  3
5821,231,shri vijay goel,  3
5822,231,smt. bimla kashyap sood,  3
5823,231,smt. gundu sudharani,  2
5824,231,sardar balwinder singh bhunder,  3
5825,231,shri naresh gujral,  3
5826,231,shri rajkumar dhoot,  3
5827,231,shri bhupender yadav,  3
5828,231,shri dilipbhai pandya,  3
5829,231,dr. bhushan lal jangde, 3
5830,231,shri ramdas athawale,  3
5831,231,shri parimal nathwani,  3
5832,231,shri rajeev chandrasekhar, 3
5833,231,shri a. k. selvaraj,  3
5834,231,shri basawaraj patil, 3
5835,231,shri  rangasayee ramakrishna, 3
5836,231,dr. mansukh mandaviya,  1
5837,231,smt. thota seetharama lakshmi,  3
5838,231,shri y. s. chowdary,  3
5839,231,shri  lalhming liana,  3
5840,231,shri k. r. arjunan,  3
5841,231,smt.  vijila sathyananth,  3
5842,231,shri narayan lal panchariya,  3
5843,231,shri anil desai,  3
5844,231,shri ram kumar kashyap,  3
5845,231,shri ranbir singh parjapati,  3
5846,231,shri garikapati mohan rao,  3
5847,231,shri hishey lachungpa,  2
5848,231,shri a.v. swamy,  3
5849,231,dr. v. maitreyan,  3
5850,231,shri devender goud t.,  3
5851,231,shri mukul roy,  2
5852,231,shri sharad pawar,  3
5853,231,shri sukhendu sekhar ray,  3
5854,231,shri s. muthukaruppan,  3
5855,231,shri kalpataru das,  3
5856,231,smt.  kanimozhi,  3
5857,231,dr. sasikala pushpa ramaswamy,  3
5858,231,shri tiruchi siva,  3
5859,231,shri mithun chakraborty,  2
5860,231,shri derek o' brien,  3
5861,231,dr.  mahendra prasad,  3
5862,231,shri t. rathinavel,  3
5863,231,dr. r. lakshmanan,  3
5864,231,shri baishnab parida,  3
5865,231,dr. k.p. ramalingam,  3
5866,231,shri d.p. tripathi,  3
5867,231,shri k.c. tyagi,  3
5868,231,dr. kanwar deep singh,  3
5869,231,shri h.k. dua,3
5870,231,ms. anu aga,3
5871,231,dr. ashok s. ganguly,3
5872,231,shri javed akhtar,2
5873,231,smt. b. jayashree,3
5874,231,shri paul manoj pandian,  3
5875,231,shri a. w. rabi bernard,  3
5876,231,shri majeed memon,  3
5877,231,shri k.t.s. tulsi, 3
5878,231,shri k. parasaran,3
5879,231,prof. mrinal miri,2
5880,231,shri d. bandyopadhyay,  3
5881,231,prof. jogen chowdhury,  3
5882,231,shri srinjoy bose,  2
5883,231,smt. sarojini hembram,  3
5884,231,shri sanjay dattatraya kakade,  2
5885,231,smt. vandana chavan,  3
5886,231,shri ishwarlal shankarlal jain,  3
5887,231,shri s. thangavelu,  3
5888,231,shri ahamed hassan,  3
5889,231,shri vivek gupta,  3
5890,231,shri md. nadimul haque,  3
5891,231,shri sitaram yechury,  3
5892,231,prof. ram gopal yadav,  3
5893,231,km.  mayawati,  3
5894,231,shri tapan kumar sen,  3
5895,231,shri p. rajeeve,  3
5896,231,shri naresh agrawal,  3
5897,231,shri ali  anwar ansari,  3
5898,231,shri d. raja,  3
5899,231,shri satish chandra misra,  3
5900,231,shri tapan kumar sen,  3
5901,231,shri t.k. rangarajan,  3
5902,231,dr. anil kumar sahani,  3
5903,231,dr. akhilesh das gupta,  3
5904,231,shri veer singh,  3
5905,231,shri brajesh pathak,  3
5906,231,shri t.k. rangarajan,  3
5907,231,shri p. rajeeve,  3
5908,231,shri bashistha narain singh,  2
5909,231,smt. kanak lata singh,  3
5910,231,shri munquad ali,  3
5911,231,shri  rajaram,  3
5912,231,shri prem chand gupta,  3
5913,231,shri ram nath thakur,  3
5914,231,shri ram chandra prasad singh,  3
5915,231,shri k.n. balagopal,  3
5916,231,smt. jharna das baidya,  2
5917,231,shri darshan singh yadav,  3
5918,231,shri ambeth rajan,  3
5919,231,shri brijlal khabri,  3
5920,231,shri pyarimohan mohapatra,  2
5921,231,chaudhary munvvar saleem,  1
5922,231,shri  harivansh,  3
5923,231,dr. t.n. seema,  2
5924,231,shri c.p. narayanan,  3
5925,231,shri m.p. achuthan,  3
5926,231,shri khekiho zhimomi,  3
5927,231,shri jugul kishore,  3
5928,231,shri avtar singh karimpuri,  3
5929,231,dr. k. keshava rao,  2
5930,231,dr. t.n. seema,  2
5931,231,shri c.p. narayanan,  3
5932,231,shri ritabrata banerjee,  3
5933,231,shri mohammed adeeb,  3
5934,231,smt. kahkashan perween,  3
5935,231,shri alok tiwari,  3
5936,231,shri arvind kumar singh,  3
5937,231,shri  sanjiv kumar, 2
5938,231,shri salim ansari,  3
5939,231,shri rajpal singh saini,  3
5940,231,shri narendra kumar kashyap,  3
5941,231,shri mohammad shafi,  3
5942,231,shri biswajit daimary,  3
5943,231,shri joy abraham,  3
5944,231,shri g. n. ratanpuri,  3
5945,231,shri ghulam nabi azad,  LOP
5946,231,prof. p.j. kurien,  HDC
5947,231,,
5948,232,shri arun jaitley,  M
5949,232,smt.  nirmala sitharaman, M
5950,232,shri prakash javadekar,  M
5951,232,dr. c.p. thakur,  27
5952,232,dr. prabhakar kore, 13
5953,232,shri avinash rai khanna,  25
5954,232,shri kaptan singh solanki,  15
5955,232,shri prabhat jha,  27
5956,232,shri anil madhav dave,  24
5957,232,dr. chandan mitra,  24
5958,232,shri nand kumar sai, 26
5959,232,shri tarun vijay, 27
5960,232,shri aayanur manjunatha, 25
5961,232,smt. kusum rai,  25
5962,232,shri shankarbhai n. vegad,  27
5963,232,shri ajay sancheti,  18
5964,232,shri ranvijay singh judev, 25
5965,232,shri chunibhai kanjibhai gohel,  26
5966,232,mahant shambhuprasadji tundiya,  26
5967,232,shri lal sinh vadodia,  26
5968,232,shri ram narain dudi,  27
5969,232,shri m. venkaiah naidu,  M
5970,232,shri ravi shankar prasad,  M
5971,232,dr. najma a. heptulla,  M
5972,232,shri thaawarchand gehlot,  M
5973,232,shri thaawarchand gehlot,  M
5974,232,dr. najma a. heptulla,  M
5975,232,smt. smriti zubin irani,  M
5976,232,shri dharmendra pradhan,  M
5977,232,shri piyush goyal,  M
5978,232,shri vinay katiyar,  27
5979,232,shri vijay goel,  27
5980,232,shri mukhtar abbas naqvi, 23
5981,232,dr. satyanarayan jatiya,  27
5982,232,shri v.p. singh badnore,  24
5983,232,dr.  tazeen fatma,  1
5984,232,shri p.l. punia,  1
5985,232,sardar sukhdev singh dhindsa,  24
5986,232,dr. c.m. ramesh,  19
5987,232,shri sanjay raut,  19
5988,232,shri jagat prakash nadda,  26
5989,232,smt. bimla kashyap sood,  27
5990,232,smt. gundu sudharani,  22
5991,232,sardar balwinder singh bhunder,  22
5992,232,shri naresh gujral,  24
5993,232,shri rajkumar dhoot,  19
5994,232,shri bhupender yadav,  27
5995,232,shri dilipbhai pandya,  27
5996,232,dr. bhushan lal jangde, 21
5997,232,shri ramdas athawale,  25
5998,232,shri parimal nathwani,  16
5999,232,shri rajeev chandrasekhar, 26
6000,232,shri k. r. arjunan,  27
6001,232,shri a. k. selvaraj,  27
6002,232,shri basawaraj patil, 25
6003,232,shri  rangasayee ramakrishna, 27
6004,232,dr. mansukh mandaviya,  24
6005,232,shri anil desai,  23
6006,232,shri  lalhming liana,  8
6007,232,smt. thota seetharama lakshmi,  18
6008,232,shri y. s. chowdary,  26
6009,232,shri paul manoj pandian,  27
6010,232,smt.  vijila sathyananth,  27
6011,232,shri a. navaneethakrishnan,  24
6012,232,shri narayan lal panchariya,  27
6013,232,shri ram kumar kashyap,  27
6014,232,shri ranbir singh parjapati,  13
6015,232,shri garikapati mohan rao,  15
6016,232,shri d. kupendra reddy, 23
6017,232,shri a. w. rabi bernard,  15
6018,232,shri hishey lachungpa,  8
6019,232,shri a.v. swamy,  27
6020,232,dr. v. maitreyan,  26
6021,232,shri kalpataru das,  25
6022,232,*shri mukul roy,  4
6023,232,shri sharad pawar,  22
6024,232,shri sukhendu sekhar ray,  27
6025,232,shri s. muthukaruppan,  27
6026,232,shri devender goud t.,  15
6027,232,shri praful patel,  20
6028,232,smt.  kanimozhi,  24
6029,232,dr. sasikala pushpa ramaswamy,  27
6030,232,shri tiruchi siva,  11
6031,232,*shri mithun chakraborty,  1
6032,232,shri derek o' brien,  24
6033,232,dr.  mahendra prasad,  25
6034,232,shri t. rathinavel,  27
6035,232,dr. r. lakshmanan,  26
6036,232,shri baishnab parida,  27
6037,232,dr. k.p. ramalingam,  22
6038,232,shri d.p. tripathi,  27
6039,232,shri k.c. tyagi,  25
6040,232,dr. kanwar deep singh,  24
6041,232,shri h.k. dua,27
6042,232,ms. anu aga,20
6043,232,ms.  rekha,1
6044,232,dr. ashok s. ganguly,11
6045,232,shri javed akhtar,22
6046,232,*smt. b. jayashree,20
6047,232,dr. vijay mallya, 4
6048,232,shri ram jethmalani,  22
6049,232,shri a.u. singh deo,  21
6050,232,shri khekiho zhimomi,  17
6051,232,shri majeed memon,  26
6052,232,shri k.t.s. tulsi, 25
6053,232,shri k. parasaran,26
6054,232,prof. mrinal miri,25
6055,232,*shri d. bandyopadhyay,  17
6056,232,*prof. jogen chowdhury,  14
6057,232,shri neeraj shekhar,  1
6058,232,shri srinjoy bose,  19
6059,232,smt. sarojini hembram,  24
6060,232,shri anubhav mohanty,  14
6061,232,dr. chandrapal singh yadav,  1
6062,232,shri javed ali khan,  1
6063,232,shri bhupinder singh,  27
6064,232,shri sanjay dattatraya kakade,  4
6065,232,smt. vandana chavan,  9
6066,232,shri ishwarlal shankarlal jain,  16
6067,232,shri s. thangavelu,  18
6068,232,shri ahamed hassan,  19
6069,232,shri vivek gupta,  23
6070,232,shri md. nadimul haque,  15
6071,232,shri sitaram yechury,  24
6072,232,prof. ram gopal yadav,  25
6073,232,shri sharad yadav,  24
6074,232,km.  mayawati,  26
6075,232,shri p. rajeeve,  27
6076,232,shri naresh agrawal,  26
6077,232,shri ali  anwar ansari,  24
6078,232,shri d. raja,  26
6079,232,shri satish chandra misra,  23
6080,232,shri tapan kumar sen,  24
6081,232,shri kiranmay nanda,  24
6082,232,dr. anil kumar sahani,  24
6083,232,dr. akhilesh das gupta,  16
6084,232,shri veer singh,  18
6085,232,shri brajesh pathak,  27
6086,232,shri t.k. rangarajan,  27
6087,232,shri bashistha narain singh,  20
6088,232,smt. jaya bachchan,  27
6089,232,smt. kanak lata singh,  27
6090,232,shri munquad ali,  18
6091,232,shri  rajaram,  24
6092,232,shri prem chand gupta,  21
6093,232,shri ram nath thakur,  26
6094,232,shri ram chandra prasad singh,  18
6095,232,shri k.n. balagopal,  22
6096,232,smt. jharna das baidya,  24
6097,232,shri darshan singh yadav,  25
6098,232,shri vishambhar prasad nishad,  27
6099,232,shri ambeth rajan,  27
6100,232,shri brijlal khabri,  17
6101,232,shri pyarimohan mohapatra,  19
6102,232,shri pavan kumar varma,  27
6103,232,shri  harivansh,  26
6104,232,dr. t.n. seema,  22
6105,232,shri amar singh,  12
6106,232,shri m.p. achuthan,  25
6107,232,chaudhary munvvar saleem,  27
6108,232,shri jugul kishore,  24
6109,232,shri avtar singh karimpuri,  24
6110,232,dr. k. keshava rao,  27
6111,232,shri c.p. narayanan,  26
6112,232,shri ritabrata banerjee,  25
6113,232,shri mohammed adeeb,  27
6114,232,smt. kahkashan perween,  25
6115,232,shri gulam rasool balyawi,  26
6116,232,shri alok tiwari,  27
6117,232,shri arvind kumar singh,  27
6118,232,shri  sanjiv kumar, 24
6119,232,shri salim ansari,  27
6120,232,shri rajpal singh saini,  27
6121,232,shri narendra kumar kashyap,  24
6122,232,shri  anand sharma,  23
6123,232,shri a.k. antony,  22
6124,232,dr.  karan singh,  21
6125,232,dr. manmohan singh,  27
6126,232,shri ahmed patel,  20
6127,232,shri digvijaya singh,  21
6128,232,shri k. rahman khan, 18
6129,232,shri janardan dwivedi,  27
6130,232,shri motilal vora, 27
6131,232,dr. t. subbarami reddy,  25
6132,232,shri oscar fernandes, 26
6133,232,prof. saif-ud-din soz,  26
6134,232,shri jairam ramesh, 25
6135,232,kumari  selja,  27
6136,232,shri rajeev shukla,  26
6137,232,shri murli deora,  16
6138,232,shri bhubaneswar kalita,  22
6139,232,chaudhary birender singh,  17
6140,232,dr. k. chiranjeevi,  15
6141,232,shri madhusudan mistry,  27
6142,232,shri pramod tiwari,  26
6143,232,shri mani shankar aiyar,22
6144,232,shri mohammad shafi,  25
6145,232,shri v. hanumantha rao,  25
6146,232,shri jesudasu seelam,  21
6147,232,shri shadi lal batra,  26
6148,232,shri parvez hashmi,  27
6149,232,dr. k.v.p. ramachandra rao,  25
6150,232,shri mohd. ali khan,  26
6151,232,dr. sanjay sinh,  24
6152,232,shri biswajit daimary,  22
6153,232,smt. viplove thakur,  27
6154,232,dr. bhalchandra mungekar,26
6155,232,shri ananda bhaskar rapolu,  27
6156,232,shri narendra budania,  26
6157,232,shri p. bhattacharya,  27
6158,232,shri shantaram naik, 27
6159,232,shri praveen rashtrapal,  23
6160,232,shri ranjib biswal,  19
6161,232,shri husain dalwai,  27
6162,232,shri joy abraham,  23
6163,232,shri g. n. ratanpuri,  23
6164,232,shri ronald sapa tlau,  17
6165,232,shri palvai govardhan reddy,  27
6166,232,shri pankaj bora,  27
6167,232,shri santiuse kujur,  27
6168,232,shri dhiraj prasad sahu, 16
6169,232,shri avinash pande,  26
6170,232,*haji  abdul salam,  20
6171,232,prof. m.v. rajeev gowda, 27
6172,232,shri ghulam nabi azad,  LOP
6173,232,prof. p.j. kurien,  HDC
6174,232,shri satyavrat chaturvedi,  21
6175,232,smt. ambika soni,  27
6176,232,*smt. mohsina kidwai, 17
6177,232,shri  ashwani kumar,  20
6178,232,shri vayalar ravi,  20
6179,232,dr. abhishek manu singhvi,  17
6180,232,smt. renuka chowdhury,  22
6181,232,shri satish sharma,  27
6182,232,shri  mukut mithi,  20
6183,232,shri b.k. hariprasad, 23
6184,232,dr. m.s. gill,  27
6185,232,dr. e.m. sudarsana natchiappan,  27
6186,232,shri vijay jawaharlal darda,  18
6187,232,smt. rajani ashokrao patil,  27
6188,232,smt. wansuk syiem, 27
6189,232,dr. vijaylaxmi sadho,  22
6190,232,*smt. naznin faruque,  20
6191,232,shri p. kannan, 7
6192,232,shri  ashk ali tak,  27
6193,232,dr. pradeep kumar balmuchu, 24
6194,232,*shri mahendra singh mahra, 22
6195,232,,
6413,237,shri raj babbar, 16
6414,237,shri arun jaitley,  M
6415,237,shri manohar parrikar,  M
6416,237,shri mukhtar abbas naqvi, M
6417,237,smt.  nirmala sitharaman, M
6418,237,chaudhary birender singh,  M
6419,237,shri avinash rai khanna,  19
6420,237,shri vinay katiyar,  16
6421,237,shri prabhat jha,  19
6422,237,shri anil madhav dave,  18
6423,237,dr. chandan mitra,  12
6424,237,shri nand kumar sai, 16
6425,237,shri tarun vijay, 19
6426,237,shri aayanur manjunatha, 18
6427,237,dr. prabhakar kore, 15
6428,237,shri shankarbhai n. vegad,  18
6429,237,shri meghraj jain,  19
6430,237,shri ajay sancheti,  14
6431,237,shri ranvijay singh judev, 20
6432,237,shri chunibhai kanjibhai gohel,  18
6433,237,mahant shambhuprasadji tundiya,  14
6434,237,shri lal sinh vadodia,  15
6435,237,shri ram narain dudi,  19
6436,237,shri m. venkaiah naidu,  M
6437,237,shri ravi shankar prasad,  M
6438,237,shri thaawarchand gehlot,  M
6439,237,dr. najma a. heptulla,  M
6440,237,shri jagat prakash nadda,  M
6441,237,shri dharmendra pradhan,  M
6442,237,shri piyush goyal,  M
6443,237,shri suresh prabhu,  M
6444,237,smt. smriti zubin irani,  M
6445,237,shri prakash javadekar,  M
6446,237,dr. satyanarayan jatiya,  20
6447,237,shri v.p. singh badnore,  20
6448,237,sardar sukhdev singh dhindsa,  15
6449,237,shri y. s. chowdary,  M
6450,237,shri sanjay raut,  17
6451,237,dr. c.p. thakur,  19
6452,237,shri vijay goel,  20
6453,237,smt. bimla kashyap sood,  20
6454,237,dr. c.m. ramesh,  14
6455,237,sardar balwinder singh bhunder,  20
6456,237,shri naresh gujral,  20
6457,237,shri rajkumar dhoot,  8
6458,237,shri bhupender yadav,  18
6459,237,shri dilipbhai pandya,  19
6460,237,dr. bhushan lal jangde, 19
6461,237,shri ramdas athawale,  19
6462,237,shri parimal nathwani,  6
6463,237,shri rajeev chandrasekhar, 18
6464,237,shri k. r. arjunan,  20
6465,237,shri a. k. selvaraj,  20
6466,237,shri basawaraj patil, 20
6467,237,shri  rangasayee ramakrishna, 20
6468,237,dr. mansukh mandaviya,  12
6469,237,shri narayan lal panchariya,  19
6470,237,shri anil desai,  20
6471,237,smt. thota seetharama lakshmi,  16
6472,237,smt. gundu sudharani,  13
6473,237,shri paul manoj pandian,  15
6474,237,smt.  vijila sathyananth,  19
6475,237,dr. v. maitreyan,  18
6476,237,shri r. k. sinha,  15
6477,237,shri shamsher singh manhas,  20
6478,237,shri amar shankar sable,  20
6479,237,shri m. j. akbar,  17
6480,237,shri nazir ahmed laway,  17
6481,237,mir mohammad fayaz,  13
6482,237,shri sanjay dattatraya kakade,  1
6483,237,shri garikapati mohan rao,  11
6484,237,shri a. w. rabi bernard,  15
6485,237,shri n. gokulakrishnan, 18
6486,237,shri hishey lachungpa,  10
6487,237,shri a. navaneethakrishnan,  20
6488,237,shri dilip kumar tirkey,  20
6489,237,shri derek o' brien,  19
6490,237,shri sharad pawar,  15
6491,237,shri sukhendu sekhar ray,  15
6492,237,shri s. muthukaruppan,  20
6493,237,shri devender goud t.,  14
6494,237,shri praful patel,  12
6495,237,smt.  kanimozhi,  12
6496,237,dr. sasikala pushpa ramaswamy,  20
6497,237,*shri baishnab parida,  11
6498,237,shri tiruchi siva,  20
6499,237,dr. kanwar deep singh,  20
6500,237,dr.  mahendra prasad,  18
6501,237,shri t. rathinavel,  20
6502,237,dr. r. lakshmanan,  17
6503,237,shri a.u. singh deo,  7
6504,237,dr. k.p. ramalingam,  18
6505,237,shri d.p. tripathi,  20
6506,237,shri k.c. tyagi,  19
6507,237,shri md. nadimul haque,  19
6508,237,ms. anu aga,14
6509,237,ms.  rekha,1
6510,237,shri javed akhtar,11
6511,237,smt. b. jayashree,19
6512,237,shri sachin ramesh tendulkar,1
6513,237,dr. vijay mallya, 4
6514,237,shri ram jethmalani,  17
6515,237,shri bhupinder singh,  17
6516,237,smt. sarojini hembram,  10
6517,237,shri majeed memon,  17
6518,237,shri k.t.s. tulsi, 17
6519,237,*shri k. parasaran,13
6520,237,prof. mrinal miri,20
6521,237,shri ahamed hassan,  11
6522,237,prof. jogen chowdhury,  8
6523,237,*shri d. bandyopadhyay,  13
6524,237,shri a.v. swamy,  19
6525,237,shri narendra kumar swain,  7
6526,237,shri anubhav mohanty,  20
6527,237,shri d. kupendra reddy, 11
6528,237,smt. vandana chavan,  9
6529,237,shri s. thangavelu,  20
6530,237,shri mukul roy,  20
6531,237,ms. dola sen,  18
6532,237,shri vivek gupta,  17
6533,237,shri sitaram yechury,  16
6534,237,prof. ram gopal yadav,  19
6535,237,shri sharad yadav,  19
6536,237,km.  mayawati,  20
6537,237,shri tapan kumar sen,  18
6538,237,*shri naresh agrawal,  11
6539,237,shri ali  anwar ansari,  18
6540,237,shri d. raja,  19
6541,237,shri satish chandra misra,  17
6542,237,shri t.k. rangarajan,  15
6543,237,shri kiranmay nanda,  17
6544,237,shri javed ali khan,  20
6545,237,dr. anil kumar sahani,  19
6546,237,shri ambeth rajan,  20
6547,237,shri veer singh,  15
6548,237,smt. jaya bachchan,  18
6549,237,smt. kanak lata singh,  20
6550,237,dr.  tazeen fatma,  20
6551,237,shri k.n. balagopal,  17
